code,viet,eng,alternative,brand
BT817R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 115 x 18mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 115 mm, jaw width 18 mm",99-999-99-99,B-Braun
BT818R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 115 x 22mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 115 mm, jaw width 22 mm",99-999-99-99,B-Braun
BT819R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 115 x 26mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 115 mm, jaw width 26 mm",99-999-99-99,B-Braun
BT820R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 115 x 30mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 115 mm, jaw width 30 mm",99-999-99-99,B-Braun
BT821R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 135 x 40mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 135 mm, jaw width 40 mm",99-999-99-99,B-Braun
BT822R,"Lưỡi banh bụng Vario dùng cho BT779R và BT800R, kích thước 145 x 50mm","Vario Retractor (cold light), blade only, 115 mm (4 1/2""), jaw depth: 145 mm, jaw width 50 mm",99-999-99-99,B-Braun
BT901R,"Banh tổ chức Mannerfelt (Modif.), 1 răng nhọn, cán tam giác, dài 135mm","MANNERFELT (MODIF.) Retractor, 135 mm (5 1/4""), 1 prong, jaw depth: 3.50 mm, sharp",24-835-13-07,B-Braun
BT902R,"Banh tổ chức Mannerfelt (Modif.), 1 răng nhọn, cán tam giác, dài 155mm","MANNERFELT (MODIF.) Retractor, 155 mm (6 1/8""), 1 prong, jaw depth: 5.20 mm, sharp",15-068-01-07,B-Braun
BT904R,"Banh tổ chức Mannerfelt (Modif.), 2 răng nhọn, cán tam giác, dài 155mm, kích thước lưỡi 3,5 x 1,2mm","MANNERFELT (MODIF.) Retractor, 155 mm (6 1/8""), 2 prongs, jaw depth: 4.50 mm, jaw width 11.50 mm, sharp",37-704-10-07,B-Braun
BT906R,"Banh tổ chức Mannerfelt (Modif.), gập góc, 2 răng, cán tam giác, dài 155mm, kích thước lưỡi 8 x 12,5mm","MANNERFELT (MODIF.) Retractor, angled, 155 mm (6 1/8""), 2 prongs, serrated, jaw depth: 12 mm, jaw width 8 mm",99-999-99-99,B-Braun
BT911R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 1 răng nhọn, cán tam giác, dài 155mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 1 prong, jaw depth: 6.80 mm, sharp",15-100-01-07,B-Braun
BT912R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 2 răng nhọn, cán tam giác, dài 155mm, kích thước 5 x 4mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 2 prongs, jaw depth: 6.80 mm, jaw width 4 mm, sharp",15-100-02-07,B-Braun
BT913R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 3 răng nhọn, cán tam giác, dài 155mm, kích thước 5,5 x 7,20mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 3 prongs, jaw depth: 6.80 mm, jaw width 7 mm, sharp",15-100-03-07,B-Braun
BT916R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 1 răng tù, cán tam giác, dài 155mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 1 prong, jaw depth: 7.20 mm, blunt",15-101-01-07,B-Braun
BT917R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 2 răng tù, cán tam giác, dài 155mm, kích thước 5,5 x 4mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 2 prongs, jaw depth: 7.20 mm, jaw width 4 mm, blunt",15-101-02-07,B-Braun
BT918R,"Banh tổ chức Mannerfelt (Modif.), loại nhỏ, cong, 3 răng tù, cán tam giác, dài 155mm, kích thước 5,5 x 7,20mm","MANNERFELT (MODIF.) Retractor, small curve, 155 mm (6 1/8""), 3 prongs, jaw depth: 7.20 mm, jaw width 7 mm, blunt",15-101-03-07,B-Braun
BT921R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 1 răng nhọn, cán tam giác, dài 155mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 1 prong, jaw depth: 11.30 mm, sharp",15-074-01-07,B-Braun
BT922R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 2 răng nhọn, cán tam giác, dài 155mm, kích thước 8 x 8mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 2 prongs, jaw depth: 9.20 mm, jaw width 8 mm, sharp",15-074-02-07,B-Braun
BT923R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 3 răng nhọn, cán tam giác, dài 155mm, kích thước 7 x 11mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 3 prongs, jaw depth: 9.20 mm, jaw width 11 mm, sharp",15-074-03-07,B-Braun
BT926R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 1 răng tù, cán tam giác, dài 155mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 1 prong, jaw depth: 9.60 mm, blunt",15-074-01-07,B-Braun
BT927R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 2 răng tù, cán tam giác, dài 155mm, kích thước 7 x 8mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 2 prongs, jaw depth: 9.60 mm, jaw width 8 mm, blunt",15-075-02-07,B-Braun
BT928R,"Banh tổ chức Mannerfelt (Modif.), loại lớn, cong, 3 răng tù, cán tam giác, dài 155mm, kích thước 7 x 11mm","MANNERFELT (MODIF.) Retractor, large curve, 155 mm (6 1/8""), 3 prongs, jaw depth: 9.60 mm, jaw width 11 mm, blunt",15-075-03-07,B-Braun
BT933R,None,None,15-078-03-07,B-Braun
BT940R,"Banh tổ chức Mannerfelt (Modif.), có rãnh rỗng, cán tam giác, dài 155mm, kích thước 16 x 6mm","MANNERFELT (MODIF.) Retractor, hollow grooved, 155 mm (6 1/8""), jaw depth: 15.50 mm, jaw width 6 mm",99-999-99-99,B-Braun
BT943R,"Banh tổ chức Langebeck-Mannerfelt (Modif.), cán tam giác, dài 155mm, kích thước 15 x 6mm","LANGENBECK-MANNERFELT (MODIF.) Retractor, 155 mm (6 1/8""), jaw depth: 15 mm, jaw width 6 mm",15-095-10-07,B-Braun
BT944R,"Banh tổ chức Langebeck-Mannerfelt (Modif.), cán tam giác, dài 155mm, kích thước 20 x 6mm","LANGENBECK-MANNERFELT (MODIF.) Retractor, 155 mm (6 1/8""), jaw depth: 20 mm, jaw width 6 mm",15-095-20-07,B-Braun
BT945R,"Banh tổ chức Langebeck-Mannerfelt (Modif.), cán tam giác, dài 155mm, kích thước 25 x 6mm","LANGENBECK-MANNERFELT (MODIF.) Retractor, 155 mm (6 1/8""), jaw depth: 25 mm, jaw width 6 mm",15-095-20-07,B-Braun
BT946R,"Banh tổ chức Langebeck-Mannerfelt (Modif.), cán tam giác, dài 155mm, kích thước 30 x 8mm","LANGENBECK-MANNERFELT (MODIF.) Retractor (Vein Retractor), 155 mm (6 1/8""), jaw depth: 30 mm, jaw width 8 mm",99-999-99-99,B-Braun
BT948R,"Banh tổ chức Mannerfelt (Modif.), lưỡi hình yên ngựa, cán tam giác, dài 155mm, kích thước 12 x 12mm","MANNERFELT (MODIF.) Retractor (Vein Retractor), 155 mm (6 1/8""), jaw depth: 12 mm, jaw width 12 mm",15-091-12-07,B-Braun
BT949R,"Banh tổ chức Mannerfelt (Modif.), lưỡi hình yên ngựa, cán tam giác, dài 155mm, kích thước 12 x 14mm","MANNERFELT (MODIF.) Retractor (Vein Retractor), 155 mm (6 1/8""), jaw depth: 12 mm, jaw width 14 mm",15-091-14-07,B-Braun
BT951R,"Banh tổ chức Mannerfelt (Modif.), lưỡi hình yên ngựa, cán tam giác, dài 155mm, kích thước 14 x 16mm","MANNERFELT (MODIF.) Retractor (Vein Retractor), 155 mm (6 1/8""), jaw depth: 14 mm, jaw width 16 mm",15-091-16-07,B-Braun
BT958R,"Banh tổ chức Mannerfelt (Modif.), lưỡi khuyết, hình yên ngựa, cán tam giác, dài 155mm, kích thước 12 x 12mm","MANNERFELT (MODIF.) Retractor (Vein Retractor), 155 mm (6 1/8""), fenestrated, jaw depth: 12 mm, jaw width 12 mm",99-999-99-99,B-Braun
BT964R,"Banh gân Mannerfelt (Modif.), hai đầu thăm, tay cầm tam giác, dài 160mm","MANNERFELT (MODIF.) Tendon Hook (Tendon Retractor), 160 mm (6 1/4""), double ended, 1 prong, jaw depth: 9.60 mm/10 mm, bulb-headed tip",99-999-99-99,B-Braun
BT966R,"Banh gân Mannerfelt (Modif.), hai đầu, tay cầm tam giác, dài 160mm","MANNERFELT (MODIF.) Spatula, angled, 160 mm (6 1/4""), double ended, jaw width 2.50 mm/0.50 mm",99-999-99-99,B-Braun
BV001R,"Banh tự giữ Finsen, 2x3 răng, nhọn, dài 50mm","FINSEN Retractor (self-retaining), 50 mm (2""), 2 x 3 prongs, jaw depth: 11 mm, jaw width 9 mm, sharp",15-700-05-07,B-Braun
BV002R,"Banh tự giữ Finsen, 3x4 răng, nhọn, dài 70mm","FINSEN Retractor (self-retaining), 70 mm (2 3/4""), 3 x 4 prongs, jaw depth: 11 mm, jaw width 13 mm, sharp",15-702-07-07,B-Braun
BV003R,"Banh tự giữ Finsen, 2x3 răng, tù, dài 75mm","FINSEN Retractor (self-retaining), 75 mm (3""), 2 x 3 prongs, jaw depth: 14 mm, jaw width 14 mm, blunt",15-703-07-07,B-Braun
BV005R,"Banh tự giữ Finsen, 3x4 răng, nhọn, dài 70mm","FINSEN Retractor (self-retaining), 70 mm (2 3/4""), 3 x 4 prongs, jaw depth: 11 mm, jaw width 13 mm, sharp, with ratchet",15-704-07-07,B-Braun
BV006R,"Banh tự giữ Finsen, 3x3 răng, tù, dài 45mm","Retractor (self-retaining), 45 mm (1 3/4""), 3 x 3 prongs, jaw depth: 6 mm, jaw width 12 mm, blunt",24-230-04-07,B-Braun
BV007R,"Banh tự giữ Finsen, 3x3 răng, tù, dài 55mm","Retractor (self-retaining), 55 mm (2 1/4""), 3 x 3 prongs, jaw depth: 9 mm, jaw width 12 mm, blunt",24-230-05-07,B-Braun
BV008R,"Banh tự giữ, 4x4 răng, tù, dài 100mm","Retractor (self-retaining), 100 mm (4""), 4 x 4 prongs, jaw depth: 4 mm, jaw width 8 mm, blunt",15-717-10-07,B-Braun
BV009R,"Banh tự giữ trong phẫu thuật mạch vành, 1x1 răng, dài 28mm","Retractor (self-retaining), 30 mm (1 1/4""), 1 x 1 prong, jaw depth: 4 mm, jaw width 1 mm, sharp",24-230-02-07,B-Braun
BV010R,"Banh tự giữ ALM, 4x4 răng, hơi nhọn, dài 70mm","ALM Retractor (self-retaining), 70 mm (2 3/4""), 4 x 4 prongs, jaw depth: 5 mm, jaw width 7 mm, semi-sharp",15-715-07-07,B-Braun
BV011R,"Banh tự giữ ALM, 4x4 răng, hơi nhọn, dài 100mm","ALM Retractor (self-retaining), 100 mm (4""), 4 x 4 prongs, jaw depth: 7 mm, jaw width 9 mm, semi-sharp",15-715-10-07,B-Braun
BV013R,"Banh tự giữ Logan (Modif. Reill), 3x3 răng, dài 50mm","LOGAN (MODIF. REILL) Retractor (self-retaining), 50 mm (2""), 3 x 3 prongs, jaw depth: 9 mm, jaw width 7 mm, sharp",99-999-99-99,B-Braun
BV014R,"Banh tự giữ Parsonnet, 3 x 3 răng, nhọn, dài 50mm","PARSONNET Retractor (self-retaining) (Epicardial Retractor), 50 mm (2""), 3 x 3 prongs, jaw depth: 5 mm, jaw width 7 mm, sharp",24-230-05-07,B-Braun
BV015R,"Banh tự giữ, 4 x 4 răng nhọn, dài 100mm","Retractor (self-retaining) (Automatic Skin Retractor), 100 mm (4""), 4 x 4 prongs, jaw depth: 3 mm, jaw width 8 mm, sharp",99-999-99-99,B-Braun
BV021R,"Banh tự giữ, loại mini, 3 x 3 răng, đầu nhọn, dài 25mm","Retractor (self-retaining) (Epicardial Retractor), 25 mm (1""), mini, 3 x 3 prongs, jaw depth: 3 mm, jaw width 4 mm, sharp",24-230-02-07,B-Braun
BV022R,"Banh tự giữ, loại nhỏ, 3 x 3 răng, đầu nhọn, dài 32mm","Retractor (self-retaining) (Epicardial Retractor), 32 mm (1 1/4""), small, 3 x 3 prongs, jaw depth: 3 mm, jaw width 4 mm, sharp",24-230-03-07,B-Braun
BV023R,"Banh tự giữ, loại vừa, 3 x 3 răng, đầu nhọn, dài 40mm","Retractor (self-retaining) (Epicardial Retractor), 40 mm (1 1/2""), medium, 3 x 3 prongs, jaw depth: 3 mm, jaw width 5 mm, sharp",24-230-04-07,B-Braun
BV024R,"Banh tự giữ, loại lớn, 3 x 3 răng, đầu nhọn, dài 52mm","Retractor (self-retaining) (Epicardial Retractor), 52 mm (2""), large, 3 x 3 prongs, jaw depth: 4 mm, jaw width 8 mm, sharp",24-230-05-07,B-Braun
BV028R,"Banh tự giữ Allport, 4x4 răng nhọn, dài 95mm","ALLPORT Retractor (self-retaining), 95 mm (3 3/4""), 4 x 4 prongs, jaw depth: 8 mm, jaw width 22 mm, sharp",99-999-99-99,B-Braun
BV030R,"Banh tự giữ Jansen, 3x3 răng nhọn, dài 100mm","JANSEN Retractor (self-retaining), 100 mm (4""), 3 x 3 prongs, jaw depth: 12 mm, jaw width 18 mm, sharp",15-723-20-07,B-Braun
BV032R,"Banh tự giữ Jansen, 3x3 răng tù, dài 100mm","JANSEN Retractor (self-retaining), 100 mm (4""), 3 x 3 prongs, jaw depth: 12 mm, jaw width 18 mm, blunt",15-723-10-07,B-Braun
BV033R,"Banh tự giữ Jansen, 3x4 răng tù, dài 100mm","JANSEN Retractor (self-retaining), 100 mm (4""), 3 x 4 prongs, jaw depth: 16 mm, jaw width 18 mm, blunt",99-999-99-99,B-Braun
BV059R,"Banh tự giữ Mueller, 3x3 răng hơi nhọn, dài 120mm","MUELLER Retractor (self-retaining), 160 mm (6 1/4""), 3 x 3 prongs, jaw depth: 18 mm, jaw width 14.60 mm, semi-sharp",99-999-99-99,B-Braun
BV066R,"Banh tự giữ Weitlaner, 2x3 răng hơi nhọn, dài 110mm","WEITLANER Retractor (self-retaining), 110 mm (4 1/4""), 2 x 3 prongs, jaw depth: 14 mm, jaw width 11.70 mm, semi-sharp",15-748-10-07,B-Braun
BV067R,"Banh tự giữ Weitlaner, 3x4 răng hơi nhọn, dài 130mm","WEITLANER Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 17 mm, semi-sharp",15-750-13-07,B-Braun
BV067SU,"Banh tự giữ Weitlaner Susi, 3 x 4 răng, hơi nhọn, dài 130mm, hộp 20 chiếc","WEITLANER SUSI® Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 17 mm, semi-sharp, sterile, disposable",15-750-13-07,B-Braun
BV068R,"Banh tự giữ Weitlaner, 3x4 răng hơi nhọn, dài 165mm","WEITLANER Retractor (self-retaining), 165 mm (6 1/2""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 20 mm, semi-sharp",15-750-16-07,B-Braun
BV070R,"Banh tự giữ Weitlaner, 2x3 răng nhọn, dài 110mm","WEITLANER Retractor (self-retaining), 110 mm (4 1/4""), 2 x 3 prongs, jaw depth: 14 mm, jaw width 12 mm, sharp",15-748-10-07,B-Braun
BV071R,"Banh tự giữ Weitlaner, 3x4 răng nhọn, dài 130mm","WEITLANER Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 17 mm, sharp",15-750-13-07,B-Braun
BV072R,"Banh tự giữ Weitlaner, 3x4 răng nhọn, dài 165mm","WEITLANER Retractor (self-retaining), 165 mm (6 1/2""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 20 mm, sharp",15-750-16-07,B-Braun
BV073R,"Banh tự giữ Weitlaner, 2x3 răng tù, dài 110mm","WEITLANER Retractor (self-retaining), 110 mm (4 1/4""), 2 x 3 prongs, jaw depth: 14 mm, jaw width 12 mm, blunt",15-749-10-07,B-Braun
BV074R,"Banh tự giữ Weitlaner, 3x4 răng tù, dài 130mm","WEITLANER Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 17 mm, blunt",15-751-13-07,B-Braun
BV075R,"Banh tự giữ Weitlaner, 3x4 răng tù, dài 165mm","WEITLANER Retractor (self-retaining), 165 mm (6 1/2""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 20 mm, blunt",15-751-16-07,B-Braun
BV076R,"Banh tự giữ Wullstein, gập góc, 3x3 răng nhọn, dài 130mm","WULLSTEIN Retractor (self-retaining), 125 mm (5""), 3 x 3 prongs, jaw depth: 17 mm, jaw width 12 mm, sharp",15-752-13-07,B-Braun
BV077R,"Banh tự giữ Wullstein, gập góc, 3x3 răng tù, dài 130mm","WULLSTEIN Retractor (self-retaining), 125 mm (5""), 3 x 3 prongs, jaw depth: 17 mm, jaw width 12 mm, blunt",15-753-13-07,B-Braun
BV078R,"Banh tự giữ Plester, gập góc, 2x2 răng nhọn, dài 130mm","PLESTER Retractor (self-retaining), 125 mm (5""), 2 x 2 prongs, jaw depth: 17 mm, jaw width 8 mm, sharp",15-756-13-07,B-Braun
BV079R,"Banh tự giữ Plester, gập góc, 2x2 răng tù, dài 130mm","PLESTER Retractor (self-retaining), 125 mm (5""), 2 x 2 prongs, jaw depth: 17 mm, jaw width 8 mm, blunt",15-755-13-07,B-Braun
BV084R,"Banh tự giữ RNTNE Hospital, 3x4 răng nhọn, dài 165mm","RNTNE HOSPITAL Retractor (self-retaining), 170 mm (6 3/4""), 3 x 4 prongs, jaw depth: 15 mm, jaw width 20 mm, sharp",15-750-16-07,B-Braun
BV085R,"Banh tự giữ Adson (Baby) , 3x4 răng hơi nhọn, dài 140mm","ADSON (BABY) Retractor (self-retaining), with joint, 140 mm (5 1/2""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 17 mm, semi-sharp",15-771-13-07,B-Braun
BV086R,"Banh tự giữ dùng trong phẫu thuật tuyến giáp, 7x7 răng","Retractor (self-retaining), 225 mm (8 7/8""), 7 x 7 prongs, jaw depth: 14 mm, jaw width 33 mm",99-999-99-99,B-Braun
BV087R,"Banh tự giữ Joll (Friedmann) dùng trong phẫu thuật tuyến giáp và âm đạo, dài 155mm","JOLL (FRIEDMANN) Thyroid/Vaginal Retr.self-ret. (Vulva Retractor), 155 mm (6 1/8""), jaw depth: 18 mm, jaw width 17 mm",15-801-00-07,B-Braun
BV088R,"Banh tự giữ Mollison, gập góc, 4x4 răng, nhọn, dài 155mm","MOLLISON Retractor (self-retaining), 150 mm (6""), 4 x 4 prongs, jaw depth: 13 mm, jaw width 20 mm, sharp",15-754-15-07,B-Braun
BV090R,"Banh tự giữ Plester, lưỡi trái đặc, lưỡi phải có 2 răng, tù, dài 110mm","PLESTER Retractor (self-retaining), 110 mm (4 1/4""), 2 prongs, jaw depth: 17 mm, jaw width 8 mm, blunt",15-757-11-07,B-Braun
BV091R,"Banh tự giữ Plester, lưỡi phải đặc, lưỡi trái có 2 răng, tù, dài 110mm","PLESTER Retractor (self-retaining), 110 mm (4 1/4""), 2 prongs, prong/blade, jaw depth: 17 mm, jaw width 8 mm, blunt",15-759-11-07,B-Braun
BV092R,"Banh tự giữ Jefferson, cong, 3x4 răng tù, dài 140mm","JEFFERSON Retractor (self-retaining), 140 mm (5 1/2""), curved, 3 x 4 prongs, jaw depth: 17 mm, jaw width 20 mm, blunt",99-999-99-99,B-Braun
BV093R,"Banh tự giữ Mollison, cong, 2x2 răng nhọn, dài 140mm","MOLLISON Retractor (self-retaining), 140 mm (5 1/2""), curved, 2 x 2 prongs, jaw depth: 13 mm, jaw width 9 mm, sharp",15-756-13-07,B-Braun
BV094R,"Banh phẫu thuật Adson - Baby, 3x4 răng, răng nhọn vừa, có khớp, dài 165mm.","ADSON (BABY) Retractor (self-retaining), with joint, 165 mm (6 1/2""), 3 x 4 prongs, jaw depth: 18 mm, jaw width 20 mm, semi-sharp",15-770-13-07,B-Braun
BV097R,"Banh tự giữ Allenberrg dùng trong phẫu thuật động mạch cảnh, có lưỡi ở giữa, dài 170mm, bao gồm BV098R, BV099R","ALLENBERG Carotid Retractor, complete retractor, 170 mm (6 3/4""), 3 x 4 prongs, cons. of BV099R, BV098R, Set",15-768-00-07,B-Braun
BV098R,"Khung banh tự giữ Allenberrg dùng trong phẫu thuật động mạch cảnh, 3x4 răng, tù, dài 170mm","ALLENBERG Carotid Retractor, retractor only, 165 mm (6 1/2""), 3 x 4 prongs, jaw depth: 17 mm, jaw width 20 mm, blunt",99-999-99-99,B-Braun
BV099R,"Lưỡi banh Allenberg, hai đầu, dài 120mm, kích thước hai đầu 20 x 12 mm, 35 x 10 mm","ALLENBERG Center Blade, center blade, 130 mm (5 1/8""), double ended, jaw depth: 20 mm, 35 mm, jaw width 12 mm, 10 mm",15-768-19-07,B-Braun
BV101R,"Banh tự giữ Weitlaner, 3x4 răng nhọn, dài 130mm","WEITLANER Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 25 mm, jaw width 16 mm, sharp",15-750-13-07,B-Braun
BV104R,"Banh tự giữ Weitlaner, 3x4 răng tù, dài 130mm","WEITLANER Retractor (self-retaining), 130 mm (5 1/8""), 3 x 4 prongs, jaw depth: 25 mm, jaw width 16 mm, blunt",15-751-13-07,B-Braun
BV112R,"Banh tự giữ Mayo-Adams, 2x2 răng tù, dài 165mm, lưỡi sâu 36mm","MAYO-ADAMS Retractor (self-retaining), 165 mm (6 1/2""), 2 x 2 prongs, jaw depth: 40 mm, jaw width 15 mm, blunt",09-006-16-07,B-Braun
BV113R,"Banh tự giữ Henderson, 4x4 răng nhọn, dài 180mm","HENDERSON Retractor (self-retaining), 170 mm (6 3/4""), 4 x 4 prongs, jaw depth: 21 mm, jaw width 23 mm, sharp",99-999-99-99,B-Braun
BV120R,"Bộ banh tự giữ Henly hoàn chỉnh, dài 180mm","HENLY Retractor (self-retaining), 180 mm (7""), 4 x 4 prongs, blunt, Set",99-999-99-99,B-Braun
BV199R,"Banh tự giữ Weitlaner, ngàm có 3 x 4 răng hơi nhọn, dài 200mm","WEITLANER Retractor (self-retaining), 200 mm (7 7/8""), 3 x 4 prongs, jaw depth: 21 mm, jaw width 20 mm, semi-sharp",15-734-20-07,B-Braun
BV200R,"Banh tự giữ Weitlaner, 3x4 răng nhọn, dài 195mm","WEITLANER Retractor (self-retaining), 200 mm (7 7/8""), 3 x 4 prongs, jaw depth: 21 mm, jaw width 20 mm, sharp",15-734-20-07,B-Braun
BV201R,"Banh tự giữ Weitlaner, 3x4 răng tù, dài 195mm","WEITLANER Retractor (self-retaining), 200 mm (7 7/8""), 3 x 4 prongs, jaw depth: 21 mm, jaw width 20 mm, blunt",15-735-20-07,B-Braun
BV203R,"Banh tự giữ Weitlaner, ngàm có 3 x 4 răng hơi nhọn, dài 240mm","WEITLANER Retractor (self-retaining), 240 mm (9 1/2""), 3 x 4 prongs, jaw depth: 27 mm, jaw width 21 mm, semi-sharp",15-734-24-07,B-Braun
BV205R,"Banh tự giữ Weitlaner, ngàm có 5 x 6 răng hơi nhọn, dài 255mm","WEITLANER Retractor (self-retaining), 255 mm (10""), 5 x 6 prongs, jaw depth: 27 mm, jaw width 34 mm, semi-sharp",09-006-15-07,B-Braun
BV206R,"Banh tự giữ Weitlaner, 3x4 răng nhọn, dài 240mm","WEITLANER Retractor (self-retaining), 240 mm (9 1/2""), 3 x 4 prongs, jaw depth: 27 mm, jaw width 21 mm, sharp",15-734-24-07,B-Braun
BV207R,"Banh tự giữ Weitlaner, 3x4 răng tù, dài 240mm","WEITLANER Retractor (self-retaining), 240 mm (9 1/2""), 3 x 4 prongs, jaw depth: 27 mm, jaw width 21 mm, blunt",15-735-24-07,B-Braun
